Campaign Number,Name,Start Date-TBD,Start Date,End Date-TBD,End Date,CampaignDuration,Channel,Client,Address,Email,Phone,Contact,Audience,Audience-Age,Demographic,Location,Views,Likes,Clicks,Conversions,Expense,Executive
553,Campaign 553,2023-01-16 00:00:00,2023-01-16,2023-02-02 00:00:00,2023-02-02,17,Facebook,Jackson Inc,"96299 Miller Spur, Jensenfurt, CA 97794-3156",jeremy09@yahoo.com,557-670-7467x238,Karen Rivers,Male 60+,60+,Seniors>60,Canada,92881,8244,1048,597,30183.91,Thomas Ryan
554,Campaign 554,2023-03-25 00:00:00,2023-03-25,2023-04-06 00:00:00,2023-04-06,12,Facebook,"Fox, Carter and Cunningham","99919 Michelle Green Apt. 424, West Hannah, KY 63482-6699",bradymcclain@hotmail.com,1172175730,Andre Manning,Female 20-39,20-39,Young-Adults<40,USA,25102,423,2306,115,21717.1,Brandon Townsend Jr.
555,Campaign 555,2023-11-26 00:00:00,2023-11-26,2023-11-29 00:00:00,2023-11-29,3,Email,White Ltd,"172 Angela Crescent Apt. 306, North Laura, HI 69094-7497",jeremy56@gmail.com,(320)185-3187x395,Nathan Weber,Teens 13-19,13-19,Teens<20,USA,28434,5705,2762,611,38953.97,Jesus Rivera
556,Campaign 556,2023-09-02 00:00:00,2023-09-02,2023-09-20 00:00:00,2023-09-20,18,TikTok,Walter Ltd,"591 Gallegos Shore, East Jennifer, VT 67675",gravessusan@gonzalez.com,4034303913,Sarah Warren,Female 40-60,40-60,Middle-Aged Adults<60,Japan,77248,7277,2513,645,31711.24,Aaron Faulkner
557,Campaign 557,2023-12-07 00:00:00,2023-12-07,2023-12-24 00:00:00,2023-12-24,17,TikTok,Phillips-Lewis,"152 Munoz Spur, Richardbury, NE 64820-6682",ssullivan@yahoo.com,1-632-762-1401x4577,April Williams,Female 20-39,20-39,Young-Adults<40,Europe,64760,6901,592,357,2343.95,Aaron Faulkner
558,Campaign 558,2023-06-04 00:00:00,2023-06-04,2023-07-01 00:00:00,2023-07-01,27,Facebook,Herrera-Cook,"0613 David Haven Apt. 354, North Samantha, MI 10699-1384",ijordan@gmail.com,(880)891-9091,Madison York,Adults 40-60,40-60,Middle-Aged Adults<60,Japan,30243,7311,3013,543,12348.63,Wesley Simon
559,Campaign 559,2023-11-08 00:00:00,2023-11-08,2023-11-11 00:00:00,2023-11-11,3,YouTube,Fisher Group,"880 Watson Ramp Suite 059, Reynoldsfurt, GU 10725",brian57@hotmail.com,1-185-168-7120,Jeremy Baker,Female 60+,60+,Seniors>60,UK,75884,1346,579,747,16583.39,Melissa Haynes
560,Campaign 560,2023-09-29 00:00:00,2023-09-29,2023-10-24 00:00:00,2023-10-24,25,Email,Anderson Inc,"Unit 0015 Box 7678, DPO AE 55030-2816",jgomez@gmail.com,358.421.6618x006,Morgan Gross,Adults 40-60,40-60,Middle-Aged Adults<60,UK,61132,7347,583,771,36681.7,Thomas Ryan
561,Campaign 561,2023-01-03 00:00:00,2023-01-03,2023-01-06 00:00:00,2023-01-06,3,Facebook,Nunez-Bowers,"6821 Walker Via Suite 228, Lake Jessica, NE 05036-1909",michelle44@yahoo.com,(186)438-4897,James Woods,Seniors 60+,60+,Seniors>60,Australia,91198,1427,2362,70,41732.19,Wesley Simon
562,Campaign 562,2023-01-03 00:00:00,2023-01-03,2023-01-07 00:00:00,2023-01-07,4,YouTube,Vaughan Group,"PSC 0937, Box 0339, APO AP 98521",baldwinhailey@klein-fitzgerald.com,1-349-058-6674x35806,Ashley Carter,Adults 40-60,40-60,Middle-Aged Adults<60,LATAM,95668,4575,3630,641,35713.13,Jesus Rivera
563,Campaign 563,2023-12-23 00:00:00,2023-12-23,2024-01-08 00:00:00,2024-01-08,16,Email,"Fox, Carter and Cunningham","99919 Michelle Green Apt. 424, West Hannah, KY 63482-6699",bradymcclain@hotmail.com,1172175730,Andre Manning,Adults 40-60,40-60,Middle-Aged Adults<60,USA,30742,3986,2245,266,9993.61,Brandon Townsend Jr.
564,Campaign 564,2023-11-06 00:00:00,2023-11-06,2023-12-06 00:00:00,2023-12-06,30,Facebook,Jones LLC,"89103 Jennings Cape Suite 740, South Dianafort, FL 68504",norrisjames@pearson-burton.biz,(363)957-0616x7906,Danielle Hernandez,Adults 40-60,40-60,Middle-Aged Adults<60,Europe,1686,9974,1657,504,24402.45,Aaron Faulkner
565,Campaign 565,2023-11-29 00:00:00,2023-11-29,2023-12-12 00:00:00,2023-12-12,13,TikTok,"Hunt, Woods and Saunders","48531 Garcia Walk, Gonzalesville, WY 31844",rramsey@warren.com,1-628-025-3550x66010,April Brewer,Male 40-60,40-60,Middle-Aged Adults<60,Canada,99064,6800,2348,920,33158.28,Melissa Haynes
566,Campaign 566,2023-05-04 00:00:00,2023-05-04,2023-05-19 00:00:00,2023-05-19,15,TikTok,Anderson Inc,"Unit 0015 Box 7678, DPO AE 55030-2816",jgomez@gmail.com,358.421.6618x006,Morgan Gross,Seniors 60+,60+,Seniors>60,Canada,67436,1912,4256,518,34634.74,Thomas Ryan
567,Campaign 567,2023-05-26 00:00:00,2023-05-26,2023-06-03 00:00:00,2023-06-03,8,Facebook,"Salinas, Rodriguez and Bowman","04604 Davidson Underpass Apt. 439, Lake Tiffany, DC 35416",gutierrezjames@yahoo.com,1-554-948-6086x0863,Laura Caldwell,Adults 20-39,20-39,Young-Adults<40,Japan,81307,3086,4132,184,43597.88,Thomas Ryan
568,Campaign 568,2023-10-01 00:00:00,2023-10-01,2023-10-10 00:00:00,2023-10-10,9,TikTok,Ross Group,"2397 Allison Knolls Suite 213, Jacksonside, WV 58803-3895",kristopher99@romero.org,1-844-245-2487x0945,Lauren Graham,Teens 13-19,13-19,Teens<20,UK,46473,6249,1331,637,8018.37,Brandon Townsend Jr.
569,Campaign 569,2023-04-19 00:00:00,2023-04-19,2023-05-15 00:00:00,2023-05-15,26,Email,Ross Group,"2397 Allison Knolls Suite 213, Jacksonside, WV 58803-3895",kristopher99@romero.org,1-844-245-2487x0945,Lauren Graham,Adults 20-39,20-39,Young-Adults<40,Europe,13392,1573,523,59,845.52,Brandon Townsend Jr.
570,Campaign 570,2023-05-19 00:00:00,2023-05-19,2023-05-24 00:00:00,2023-05-24,5,Facebook,Phillips-Lewis,"152 Munoz Spur, Richardbury, NE 64820-6682",ssullivan@yahoo.com,1-632-762-1401x4577,April Williams,Male 40-60,40-60,Middle-Aged Adults<60,Japan,72587,9206,4522,84,44424.82,Aaron Faulkner
571,Campaign 571,2023-03-06 00:00:00,2023-03-06,2023-03-27 00:00:00,2023-03-27,21,Facebook,Mitchell-Rojas,"Unit 7421 Box 5134, DPO AE 60814",johnathan43@hotmail.com,1-211-588-6353,Benjamin Anthony,Female 40-60,40-60,Middle-Aged Adults<60,Australia,90979,7824,1463,300,27451.58,Thomas Ryan
572,Campaign 572,2023-10-31 00:00:00,2023-10-31,2023-11-15 00:00:00,2023-11-15,15,Instagram,Ramirez-Wilson,"6802 Scott Ways, Jasonbury, NM 94299-7873",robertellis@simpson-gutierrez.com,(414)086-9895x8325,Christine Nguyen,Adults 40-60,40-60,Middle-Aged Adults<60,LATAM,52251,5191,2016,707,7191.6,Becky Brown
573,Campaign 573,2023-01-06 00:00:00,2023-01-06,2023-02-02 00:00:00,2023-02-02,27,Instagram,Cooper-Alexander,"01438 Kristin Fords Apt. 626, Port Paula, WA 20979-6415",gchavez@yang.com,(284)401-5003,Alexandria Hansen,Male 20-39,20-39,Young-Adults<40,Europe,10330,2556,3106,585,4687.95,Thomas Ryan
574,Campaign 574,2023-06-26 00:00:00,2023-06-26,2023-07-25 00:00:00,2023-07-25,29,Facebook,Drake-Vasquez,"8980 Cox Park, South Robert, NV 66099-6728",tylersheila@hicks.com,123-800-5701,Teresa Doyle,Female 60+,60+,Seniors>60,LATAM,50136,8383,4725,531,29927.92,Michael Camacho
575,Campaign 575,2023-02-25 00:00:00,2023-02-25,2023-03-15 00:00:00,2023-03-15,18,YouTube,Smith-Bailey,"055 Rebecca Ramp, Edwardsland, WY 72139-7625",bakerpaul@holland.com,054-495-6142x7992,Sharon Reeves,Teens 13-19,13-19,Teens<20,Australia,56788,6094,4412,423,34283.55,Michael Camacho
576,Campaign 576,2023-05-17 00:00:00,2023-05-17,2023-06-09 00:00:00,2023-06-09,23,Email,Mcbride-Finley,"438 Brent Roads Apt. 855, Tylerburgh, NY 69473",mcclainhannah@jensen-gilbert.com,(856)414-5259x269,Michael Freeman,Male 40-60,40-60,Middle-Aged Adults<60,Canada,81235,1627,1022,677,4974.51,Jesus Rivera
577,Campaign 577,2023-03-30 00:00:00,2023-03-30,2023-04-29 00:00:00,2023-04-29,30,YouTube,Green-Blake,"230 Brandon Bypass Apt. 679, New Melissa, TN 37505-3043",karenpayne@yahoo.com,399.882.0614x59395,Dustin Ramirez,Male 20-39,20-39,Young-Adults<40,USA,26289,8400,3049,494,12221.77,Jesus Rivera
578,Campaign 578,2023-01-23 00:00:00,2023-01-23,2023-02-14 00:00:00,2023-02-14,22,Facebook,"Salinas, Rodriguez and Bowman","04604 Davidson Underpass Apt. 439, Lake Tiffany, DC 35416",gutierrezjames@yahoo.com,1-554-948-6086x0863,Laura Caldwell,Male 60+,60+,Seniors>60,Canada,97761,8065,3956,80,36828.93,Thomas Ryan
579,Campaign 579,2023-06-05 00:00:00,2023-06-05,2023-06-18 00:00:00,2023-06-18,13,Email,Fisher Group,"880 Watson Ramp Suite 059, Reynoldsfurt, GU 10725",brian57@hotmail.com,1-185-168-7120,Jeremy Baker,Female 20-39,20-39,Young-Adults<40,India,95533,6502,4720,785,7108.9,Melissa Haynes
580,Campaign 580,2023-03-29 00:00:00,2023-03-29,2023-04-01 00:00:00,2023-04-01,3,TikTok,Valentine-Dunn,"723 Julia Burg, Bartonhaven, VT 86914",gharrington@yahoo.com,5835472748,Nathan May,Male 60+,60+,Seniors>60,USA,50441,2628,1881,15,21221.03,Melissa Haynes
581,Campaign 581,2023-10-08 00:00:00,2023-10-08,2023-10-13 00:00:00,2023-10-13,5,TikTok,Patterson and Sons,"0171 Patricia Street Suite 265, Frankmouth, MS 50700-0717",nataliemartinez@hotmail.com,228-166-2016,Christopher Riggs,Adults 20-39,20-39,Young-Adults<40,USA,80620,3779,1134,403,39969.1,Jesus Rivera
582,Campaign 582,2023-01-13 00:00:00,2023-01-13,2023-02-02 00:00:00,2023-02-02,20,Instagram,Walter Ltd,"591 Gallegos Shore, East Jennifer, VT 67675",gravessusan@gonzalez.com,4034303913,Sarah Warren,Seniors 60+,60+,Seniors>60,Canada,53075,3215,2349,818,35269.91,Aaron Faulkner
583,Campaign 583,2023-01-28 00:00:00,2023-01-28,2023-02-26 00:00:00,2023-02-26,29,Email,"Mcclain, Beltran and Patterson","2179 Obrien Fort, New Christopher, FL 06005",jeffrey07@rice.com,698-872-5966x57978,Bryan Moore,Female 20-39,20-39,Young-Adults<40,UK,41294,1857,1625,368,14742.72,Brandon Townsend Jr.
584,Campaign 584,2023-03-02 00:00:00,2023-03-02,2023-03-31 00:00:00,2023-03-31,29,Facebook,Edwards LLC,"123 Amanda Summit, Lake Marietown, IL 81773-5493",tinamckay@sharp-smith.com,(506)912-2179x80069,Matthew Davis,Female 20-39,20-39,Young-Adults<40,Japan,81106,8002,2126,499,36741.53,Melissa Haynes
585,Campaign 585,2023-04-08 00:00:00,2023-04-08,2023-04-10 00:00:00,2023-04-10,2,Email,Mitchell-Rojas,"Unit 7421 Box 5134, DPO AE 60814",johnathan43@hotmail.com,1-211-588-6353,Benjamin Anthony,Female 60+,60+,Seniors>60,USA,27151,3612,2320,163,6548.04,Thomas Ryan
586,Campaign 586,2023-12-07 00:00:00,2023-12-07,2023-12-15 00:00:00,2023-12-15,8,Email,Harmon Inc,"3532 Carla Spurs Suite 631, East Susanside, VA 63110-6508",steven77@miller.com,1-293-472-4144x72086,Heidi Black,Adults 40-60,40-60,Middle-Aged Adults<60,LATAM,56032,7833,3327,479,13186.21,Kyle Serrano
587,Campaign 587,2023-01-29 00:00:00,2023-01-29,2023-01-30 00:00:00,2023-01-30,1,YouTube,Williams PLC,"911 Thomas Manors, Longchester, ID 62649-9748",sanchezangela@butler.com,(881)589-7098x1186,Reginald Lee,Teens 13-19,13-19,Teens<20,Canada,31424,9960,507,826,34523.67,Michael Camacho
588,Campaign 588,2023-03-06 00:00:00,2023-03-06,2023-03-30 00:00:00,2023-03-30,24,YouTube,Salinas-Chavez,"53637 Bonnie Walk Suite 961, South Adrianaport, IA 49560",richard84@hotmail.com,2545622603,Chelsea Hoffman,Seniors 60+,60+,Seniors>60,Australia,30628,2399,4304,610,28233.93,Thomas Ryan
589,Campaign 589,2023-05-16 00:00:00,2023-05-16,2023-06-10 00:00:00,2023-06-10,25,Email,Phillips-Lewis,"152 Munoz Spur, Richardbury, NE 64820-6682",ssullivan@yahoo.com,1-632-762-1401x4577,April Williams,Female 40-60,40-60,Middle-Aged Adults<60,LATAM,4819,8486,1701,406,4949.35,Aaron Faulkner
590,Campaign 590,2023-08-08 00:00:00,2023-08-08,2023-08-16 00:00:00,2023-08-16,8,Email,Pearson-Shah,"5117 Suzanne Branch, Barnesmouth, VA 53846",anthony54@perez.com,644.194.6281,Shannon Martinez,Teens 13-19,13-19,Teens<20,Japan,46209,7370,2603,535,19804.52,Jesus Rivera
591,Campaign 591,2023-04-09 00:00:00,2023-04-09,2023-04-23 00:00:00,2023-04-23,14,Facebook,Schneider PLC,"872 Davila Ville Apt. 985, Millerland, GA 42888",beasleycraig@yahoo.com,143.069.3791,Stephen Murphy,Adults 20-39,20-39,Young-Adults<40,USA,56978,9743,4008,582,27837.31,Lauren Riggs
592,Campaign 592,2023-04-13 00:00:00,2023-04-13,2023-04-16 00:00:00,2023-04-16,3,Facebook,"Bradley, Jackson and Miller","190 Bradley Mill Suite 940, Craigbury, MO 18832",hansonpatrick@hunt.com,+35(5)1561435486,Dr. David Glass Jr.,Male 20-39,20-39,Young-Adults<40,Europe,77216,7334,3801,683,44205.71,Melissa Haynes
593,Campaign 593,2023-05-27 00:00:00,2023-05-27,2023-05-28 00:00:00,2023-05-28,1,Instagram,Lopez PLC,"0806 Watson Drive Suite 662, Port Andrea, DE 42578-2286",zmcintyre@bauer.info,3724028579,Barbara Walker,Male 60+,60+,Seniors>60,Japan,81006,7789,2104,526,49969.56,Lauren Riggs
594,Campaign 594,2023-01-14 00:00:00,2023-01-14,2023-02-07 00:00:00,2023-02-07,24,Facebook,Mcbride-Finley,"438 Brent Roads Apt. 855, Tylerburgh, NY 69473",mcclainhannah@jensen-gilbert.com,(856)414-5259x269,Michael Freeman,Male 40-60,40-60,Middle-Aged Adults<60,Europe,61639,1042,4734,691,17368.78,Jesus Rivera
595,Campaign 595,2023-08-19 00:00:00,2023-08-19,2023-09-12 00:00:00,2023-09-12,24,YouTube,Patterson and Sons,"0171 Patricia Street Suite 265, Frankmouth, MS 50700-0717",nataliemartinez@hotmail.com,228-166-2016,Christopher Riggs,Adults 20-39,20-39,Young-Adults<40,India,77055,9489,2976,879,28296.69,Jesus Rivera
596,Campaign 596,2023-08-17 00:00:00,2023-08-17,2023-09-01 00:00:00,2023-09-01,15,Facebook,"Mcclain, Beltran and Patterson","2179 Obrien Fort, New Christopher, FL 06005",jeffrey07@rice.com,698-872-5966x57978,Bryan Moore,Male 20-39,20-39,Young-Adults<40,UK,71289,8286,3794,324,13346.46,Brandon Townsend Jr.
597,Campaign 597,2023-11-30 00:00:00,2023-11-30,2023-12-15 00:00:00,2023-12-15,15,TikTok,Lyons PLC,"20804 Burgess Trace, Petersenburgh, WV 31082",nicholastaylor@yahoo.com,(496)403-6865,Sharon Crawford,Male 40-60,40-60,Middle-Aged Adults<60,Japan,58142,3147,2799,361,47160.07,Lauren Riggs
598,Campaign 598,2023-06-21 00:00:00,2023-06-21,2023-07-19 00:00:00,2023-07-19,28,YouTube,"Brown, Lawrence and Collins","069 Jeffrey Neck, North Jeffreyberg, VI 70669-3291",tracyfields@evans.com,1-351-320-8584x4902,Thomas Fleming,Male 40-60,40-60,Middle-Aged Adults<60,LATAM,93343,9094,1315,978,41161.5,Michael Camacho
599,Campaign 599,2023-03-15 00:00:00,2023-03-15,2023-03-22 00:00:00,2023-03-22,7,YouTube,"Miller, Bryant and Burnett","1044 Kennedy Prairie Apt. 186, Jamiemouth, NE 12690-6573",bjohnson@martin-williams.com,958-840-3830,Christopher Clark,Female 60+,60+,Seniors>60,Europe,39328,754,3491,937,3515.66,Aaron Faulkner
600,Campaign 600,2023-10-25 00:00:00,2023-10-25,2023-11-03 00:00:00,2023-11-03,9,Facebook,Lyons PLC,"20804 Burgess Trace, Petersenburgh, WV 31082",nicholastaylor@yahoo.com,(496)403-6865,Sharon Crawford,Adults 20-39,20-39,Young-Adults<40,Europe,39294,8805,4909,147,17523.52,Lauren Riggs
601,Campaign 601,2023-03-31 00:00:00,2023-03-31,2023-04-21 00:00:00,2023-04-21,21,Facebook,"Rowe, Morse and Morgan","247 Young Spur, North Jacobview, WI 24275",hstafford@yahoo.com,(934)411-1363,Destiny Atkins,Female 60+,60+,Seniors>60,USA,50185,8439,4325,773,48216.05,Becky Brown
602,Campaign 602,2023-11-04 00:00:00,2023-11-04,2023-12-03 00:00:00,2023-12-03,29,YouTube,Roberts-Howe,"64572 Dawn Forges Suite 455, South Samantha, PA 33248-5599",mckenziebrandon@allen.biz,698-591-7266x697,Robert Mcintosh,Female 40-60,40-60,Middle-Aged Adults<60,Canada,82240,9959,4492,561,12926.98,Brandon Townsend Jr.
603,Campaign 603,2023-03-24 00:00:00,2023-03-24,2023-03-27 00:00:00,2023-03-27,3,YouTube,"Morris, Johnson and Anderson","065 John Street, West Adamchester, NV 72944-3914",johnsondonald@meyer.com,322.618.9253x9220,Sandy Mathis,Male 40-60,40-60,Middle-Aged Adults<60,USA,21748,5414,850,843,7781.97,Kyle Serrano
604,Campaign 604,2023-11-03 00:00:00,2023-11-03,2023-11-25 00:00:00,2023-11-25,22,Instagram,Bernard and Sons,"8622 Ricky Knoll, New Jenniferville, GA 79764-9207",johnsonrobert@white.com,+61(8)2418484012,Julia Moore,Teens 13-19,13-19,Teens<20,UK,38822,3264,1743,48,2226.49,Thomas Ryan
605,Campaign 605,2023-02-06 00:00:00,2023-02-06,2023-02-12 00:00:00,2023-02-12,6,YouTube,Harmon Inc,"3532 Carla Spurs Suite 631, East Susanside, VA 63110-6508",steven77@miller.com,1-293-472-4144x72086,Heidi Black,Female 40-60,40-60,Middle-Aged Adults<60,UK,27347,4777,4000,673,36677.99,Kyle Serrano
606,Campaign 606,2023-03-25 00:00:00,2023-03-25,2023-04-03 00:00:00,2023-04-03,9,Email,"Reed, Galloway and Buck","49317 Vincent Vista Suite 462, Port Nathan, CA 23364-0905",larrygraham@lucas.com,(669)708-2006,Andrea Simmons,Seniors 60+,60+,Seniors>60,Australia,43823,3723,4028,358,927.32,Wesley Simon
607,Campaign 607,2023-01-01 00:00:00,2023-01-01,2023-01-27 00:00:00,2023-01-27,26,Email,Williams PLC,"911 Thomas Manors, Longchester, ID 62649-9748",sanchezangela@butler.com,(881)589-7098x1186,Reginald Lee,Male 40-60,40-60,Middle-Aged Adults<60,UK,12063,6291,114,775,24668.77,Michael Camacho
608,Campaign 608,2023-06-19 00:00:00,2023-06-19,2023-07-07 00:00:00,2023-07-07,18,TikTok,"Brown, Lawrence and Collins","069 Jeffrey Neck, North Jeffreyberg, VI 70669-3291",tracyfields@evans.com,1-351-320-8584x4902,Thomas Fleming,Adults 20-39,20-39,Young-Adults<40,India,31421,9103,2516,905,12346.59,Michael Camacho
609,Campaign 609,2023-04-10 00:00:00,2023-04-10,2023-04-28 00:00:00,2023-04-28,18,YouTube,"Ramos, Gomez and Garcia","PSC 8675, Box 2798, APO AA 82949-7770",huntdavid@orr.info,+93(4)8330793693,Eric Harrison,Male 60+,60+,Seniors>60,Europe,94679,9145,4968,495,47978.14,Kyle Serrano
610,Campaign 610,2023-08-16 00:00:00,2023-08-16,2023-09-14 00:00:00,2023-09-14,29,Facebook,"Weaver, Garner and Ramos","2933 Ortiz Overpass Suite 099, South Douglasburgh, KY 52632-7557",oscott@gmail.com,498.978.7718x501,Melinda Johnston,Female 60+,60+,Seniors>60,LATAM,32551,3324,1619,513,15727,Brandon Townsend Jr.
611,Campaign 611,2023-06-14 00:00:00,2023-06-14,2023-06-20 00:00:00,2023-06-20,6,Instagram,"Jones, Miranda and Martin","45011 Marc Roads Apt. 548, Johnsonbury, NJ 40892",kristenhoward@yahoo.com,+55(8)0039387927,Christine Barnes,Teens 13-19,13-19,Teens<20,Japan,3329,6403,2525,51,38360.16,Thomas Ryan
612,Campaign 612,2023-09-23 00:00:00,2023-09-23,2023-10-06 00:00:00,2023-10-06,13,TikTok,Benjamin and Sons,"861 Knox Cape Apt. 731, Lake John, CA 62474",lrice@yahoo.com,+97(0)7822987046,Derek Juarez,Female 20-39,20-39,Young-Adults<40,USA,96838,4744,1899,937,36560.75,Thomas Ryan
613,Campaign 613,2023-08-16 00:00:00,2023-08-16,2023-09-03 00:00:00,2023-09-03,18,Email,Anderson Inc,"Unit 0015 Box 7678, DPO AE 55030-2816",jgomez@gmail.com,358.421.6618x006,Morgan Gross,Teens 13-19,13-19,Teens<20,Japan,28751,8114,2055,272,3614.79,Thomas Ryan
614,Campaign 614,2023-12-25 00:00:00,2023-12-25,2024-01-15 00:00:00,2024-01-15,21,Email,Mitchell-Rojas,"Unit 7421 Box 5134, DPO AE 60814",johnathan43@hotmail.com,1-211-588-6353,Benjamin Anthony,Teens 13-19,13-19,Teens<20,Canada,88208,8118,1367,426,3370.86,Thomas Ryan
615,Campaign 615,2023-12-30 00:00:00,2023-12-30,2024-01-21 00:00:00,2024-01-21,22,TikTok,Thomas-Proctor,"820 Butler Streets Suite 875, North Denisehaven, WV 66736-0964",brownmario@leonard.com,371.890.0231,Angela Moore,Seniors 60+,60+,Seniors>60,Canada,90420,4085,1467,179,26827.55,Wesley Simon
616,Campaign 616,2023-12-03 00:00:00,2023-12-03,2023-12-05 00:00:00,2023-12-05,2,YouTube,"Bush, Mendez and Smith","791 Darryl Squares Suite 934, Holdenport, OH 41129-2197",churchtimothy@yahoo.com,+32(5)3375294169,Patrick Williams,Seniors 60+,60+,Seniors>60,India,96919,8851,2393,132,517.95,Brandon Townsend Jr.
617,Campaign 617,2023-04-29 00:00:00,2023-04-29,2023-05-17 00:00:00,2023-05-17,18,TikTok,Melton-Smith,"03793 Jacobs Branch, West Max, MA 54633-3659",mercertimothy@huff.com,(729)575-8232,Patrick Abbott,Female 40-60,40-60,Middle-Aged Adults<60,Australia,19927,2141,2105,138,12993.08,Lauren Riggs
618,Campaign 618,2023-09-18 00:00:00,2023-09-18,2023-10-12 00:00:00,2023-10-12,24,YouTube,Anderson Inc,"Unit 0015 Box 7678, DPO AE 55030-2816",jgomez@gmail.com,358.421.6618x006,Morgan Gross,Adults 40-60,40-60,Middle-Aged Adults<60,India,31336,2169,415,565,49714.46,Thomas Ryan
619,Campaign 619,2023-12-06 00:00:00,2023-12-06,2023-12-22 00:00:00,2023-12-22,16,TikTok,Valentine-Dunn,"723 Julia Burg, Bartonhaven, VT 86914",gharrington@yahoo.com,5835472748,Nathan May,Female 40-60,40-60,Middle-Aged Adults<60,Japan,29676,8319,2094,339,21268.01,Melissa Haynes
620,Campaign 620,2023-07-06 00:00:00,2023-07-06,2023-07-16 00:00:00,2023-07-16,10,TikTok,Benjamin and Sons,"861 Knox Cape Apt. 731, Lake John, CA 62474",lrice@yahoo.com,+97(0)7822987046,Derek Juarez,Teens 13-19,13-19,Teens<20,Australia,45814,6939,4604,411,17597.65,Thomas Ryan
621,Campaign 621,2023-01-06 00:00:00,2023-01-06,2023-01-28 00:00:00,2023-01-28,22,Facebook,White Ltd,"172 Angela Crescent Apt. 306, North Laura, HI 69094-7497",jeremy56@gmail.com,(320)185-3187x395,Nathan Weber,Adults 40-60,40-60,Middle-Aged Adults<60,Japan,96289,4174,3250,308,21660.63,Jesus Rivera
622,Campaign 622,2023-04-06 00:00:00,2023-04-06,2023-04-27 00:00:00,2023-04-27,21,TikTok,Bernard and Sons,"8622 Ricky Knoll, New Jenniferville, GA 79764-9207",johnsonrobert@white.com,+61(8)2418484012,Julia Moore,Female 60+,60+,Seniors>60,LATAM,21086,5859,4420,147,38986.14,Thomas Ryan
623,Campaign 623,2023-06-06 00:00:00,2023-06-06,2023-06-10 00:00:00,2023-06-10,4,Email,"Holmes, Johnson and Rodriguez","USCGC Erickson, FPO AE 00735-4383",polsen@alexander-smith.net,1-479-099-8390x29817,Anne Foley,Male 40-60,40-60,Middle-Aged Adults<60,Europe,85788,9818,3666,256,15079.99,Wesley Simon
624,Campaign 624,2023-02-04 00:00:00,2023-02-04,2023-02-23 00:00:00,2023-02-23,19,TikTok,Herrera-Cook,"0613 David Haven Apt. 354, North Samantha, MI 10699-1384",ijordan@gmail.com,(880)891-9091,Madison York,Adults 20-39,20-39,Young-Adults<40,LATAM,32536,8325,2350,170,26129.92,Wesley Simon
625,Campaign 625,2023-10-27 00:00:00,2023-10-27,2023-11-19 00:00:00,2023-11-19,23,Facebook,Roberts-Brown,"725 Peter Lights Apt. 639, South Janet, WV 83873-6339",nguyendustin@gmail.com,(625)918-8416x213,Samantha Hudson,Female 40-60,40-60,Middle-Aged Adults<60,LATAM,54990,5375,3297,507,9842.03,Thomas Ryan
626,Campaign 626,2023-04-16 00:00:00,2023-04-16,2023-05-11 00:00:00,2023-05-11,25,Instagram,Lopez PLC,"0806 Watson Drive Suite 662, Port Andrea, DE 42578-2286",zmcintyre@bauer.info,3724028579,Barbara Walker,Female 60+,60+,Seniors>60,Europe,6791,8773,4452,532,8939.8,Lauren Riggs
627,Campaign 627,2023-12-16 00:00:00,2023-12-16,2024-01-01 00:00:00,2024-01-01,16,YouTube,Valentine-Dunn,"723 Julia Burg, Bartonhaven, VT 86914",gharrington@yahoo.com,5835472748,Nathan May,Adults 20-39,20-39,Young-Adults<40,Australia,70515,2375,720,587,21068.57,Melissa Haynes
628,Campaign 628,2023-04-07 00:00:00,2023-04-07,2023-04-24 00:00:00,2023-04-24,17,Facebook,"Cohen, Williams and Hess","93243 Lee Loop Apt. 832, North Jonathanland, MP 43605-6685",shawn39@gmail.com,314.858.5509x23447,Mr. Nicholas Ramirez,Adults 40-60,40-60,Middle-Aged Adults<60,India,53137,4436,1066,972,45142.03,Jesus Rivera
629,Campaign 629,2023-02-15 00:00:00,2023-02-15,2023-02-16 00:00:00,2023-02-16,1,Email,Green-Blake,"230 Brandon Bypass Apt. 679, New Melissa, TN 37505-3043",karenpayne@yahoo.com,399.882.0614x59395,Dustin Ramirez,Adults 20-39,20-39,Young-Adults<40,LATAM,37733,4583,2916,599,44523.56,Jesus Rivera
630,Campaign 630,2023-09-08 00:00:00,2023-09-08,2023-09-27 00:00:00,2023-09-27,19,Instagram,Lewis-Martinez,"37059 Bates Prairie Suite 432, Port Robertmouth, MN 28374",joshua06@king.com,363.836.3647x5385,Angela Anderson,Male 60+,60+,Seniors>60,Australia,40415,174,2989,559,21514.68,Aaron Faulkner
631,Campaign 631,2023-08-05 00:00:00,2023-08-05,2023-08-24 00:00:00,2023-08-24,19,YouTube,"Ruiz, Cox and Meyer","5058 Frank Locks, Blackmouth, MI 07896",vjohnson@yahoo.com,+48(7)5323908871,Anne Davis,Female 40-60,40-60,Middle-Aged Adults<60,India,46814,9850,4493,261,46680.99,Aaron Faulkner
